Ceres Product Code,Order (UNITS),Order (CASES),Product Description,Unit Size,Quantity,Unit Trade Price,Case Trade Price
,,,,,,,
GROCERY,,,,,,,
,,,,,,,
,,,"PROC FOODS - (MEAL PREP) NOODLES, GRAIN PRODUCTS",,,,
,,,Garden of Eatin,,,,
11102,,,Taco Shells - Yellow Corn (Short BB Dates),155g,Ctn 12,$5.20,$62.40
,,,PROC FOODS - (MEAL PREP) SOUPS,,,,
,,,Ceres Organics,,,,
11654,,,Soup Tomato Basil (can),400g,12 Outer,$2.04,$24.48
11655,,,Soup Tuscan Bean (can),400g,12 Outer,$2.04,$24.48
,,,Imagine,,,,
10831,,,Soup Chicken Broth Free Range,473ml,Ctn 12,$3.03,$36.41
10828,,,Soup Creamy Tomato,473ml,Ctn 12,$3.19,$38.30
,,,PROC FOODS - (MEAL PREP) PASTA,,,,
,,,Ancient Harvest,,,,
10407,,,Quinoa Pagoda Pasta,227g,12 Outer,$5.36,$64.32
,,,Casalare,,,,
11890,,,Boxed Alphabet Noodles,375g,6 Outer,$6.37,$38.22
11366,,,Boxed Cannelloni,125g,6 Outer,$4.02,$24.12
11888,,,Boxed Classic Rigatoni,250g,6 Outer,$4.02,$24.12
11889,,,Boxed Classic Spirals,250g,6 Outer,$4.02,$24.12
11892,,,Boxed Fettucine,250g,10 Outer,$4.40,$44.00
11368,,,Boxed Garlic Parsley Spirals,250g,6 Outer,$4.02,$24.12
11365,,,Boxed Lasagne Sheets,250g,6 Outer,$5.10,$30.60
11370,,,Boxed Macaroni Twists,250g,6 Outer,$4.02,$24.12
11891,,,Boxed Spaghetti,250g,10 Outer,$4.40,$44.00
11369,,,Boxed Vege Penne,250g,6 Outer,$4.02,$24.12
10409,,,Brown Rice Twists,250g,10 Outer,$4.92,$49.20
10408,,,Garden Vege Shells,250g,10 Outer,$3.90,$39.00
11589,,,Quinoa Elbows,250g,10 Outer,$3.90,$39.00
10410,,,Rice Macaroni,250g,10 Outer,$3.70,$37.00
10663,,,Rice Noodles,250g,10 Outer,$3.70,$37.00
10412,,,Rice Spirals,250g,10 Outer,$3.70,$37.00
11235,,,Risoni Pasta,500g,10 Outer,$6.37,$63.70
10411,,,Spelt Pagodas,250g,10 Outer,$4.92,$49.20
,,,Ceres Organics,,,,
11994,,,Pasta Fusilli Quinoa,250g,12 Outer,$3.77,$45.24
11993,,,Pasta Penne Quinoa,250g,12 Outer,$3.77,$45.24
11995,,,Pasta Shells Quinoa,250g,12 Outer,$3.77,$45.24
11992,,,Pasta Spaghetti Quinoa,250g,12 Outer,$3.77,$45.24
,,,PROC FOODS - (MEAL PREP) CANNED BEANS,,,,
,,,Whole Earth,,,,
10163,,,Baked Beans (Can),400g,Ctn 12,$2.86,$34.32
,,,SNACK FOODS - CHIPS,,,,
,,,Ceres Organics,,,,
11865,,,Potato Chips Oregano,100g,Ctn 12,$2.87,$34.44
11867,,,Potato Chips Sea Salt,100g,Ctn 12,$2.87,$34.44
11866,,,Potato Chips Sour Cream & Onion,100g,Ctn 12,$2.87,$34.44
,,,Garden of Eatin,,,,
10058,,,Corn Chips - Blue Salted,229g,Ctn 12,$4.83,$57.96
12118,,,Corn Chips - Chia Seed,212g,Ctn 12,$4.83,$57.96
10061,,,Corn Chips - Chili & Lime,229g,Ctn 12,$4.83,$57.96
10054,,,Corn Chips - Mini Yellow,212g,Ctn 12,$3.50,$42.00
11495,,,Corn Chips - Nacho Cheese,229g,Ctn 12,$4.83,$57.96
10059,,,Corn Chips - Red Hot Blues,229g,Ctn 12,$4.83,$57.96
10055,,,Corn Chips - Sesame Blues,212g,Ctn 12,$4.83,$57.96
12117,,,Corn Chips - Sweet Potato,212g,Ctn 12,$4.83,$57.96
,,,SNACK FOODS - CRACKERS/BISCUITS/RICE CAKES,,,,
,,,Ceres Organics,,,,
12239,,,Rice Bites Sea Salt box,100g,Ctn 12,$1.90,$22.80
11839,,,Rice Bites Sea Salt pouch,70g,Ctn 12,$2.02,$24.24
12240,,,Rice Bites Seaweed and Green Tea box,100g,Ctn 12,$1.90,$22.80
12238,,,Rice Bites Sour Cream and Chives box,100g,Ctn 12,$1.90,$22.80
11840,,,Rice Bites Teriyaki pouch,70g,Ctn 12,$2.02,$24.24
11841,,,Rice Bites Thai Chilli pouch,70g,Ctn 12,$2.02,$24.24
11677,,,Rice Cakes No Added Salt (brown jasmine rice),110g,Ctn 12,$1.90,$22.80
12234,,,Rice Cakes Red (jasmine rice),110g,Ctn 12,$1.90,$22.80
11598,,,Rice Cakes Salted (brown jasmine rice),110g,Ctn 12,$1.90,$22.80
11678,,,Rice Cakes Tamari (brown jasmine rice),110g,Ctn 12,$1.90,$22.80
,,,Pureharvest,,,,
10952,,,Corn Cakes - Linseed / Sesame Thins,125g,Ctn 12,$3.03,$36.36
10953,,,Corn Cakes - Natural Thins,125g,Ctn 6,$3.03,$18.18
10063,,,Rice Cakes,150g,Ctn 12,$2.87,$34.44
,,,SNACK FOODS - CHOCOLATE,,,,
,,,Rapunzel,,,,
11469,,,Dk Chocolate Semisweet 55% Cocoa w Almonds,80g,Ctn 12,$3.91,$46.92
,,,SNACK FOODS - SNACK BARS,,,,
,,,Nature's Path,,,,
10983,,,Envirokidz Cheetah Berry Bars,6x28g,Ctn 6,$6.14,$36.84
10982,,,Envirokidz Koala Chocolate Crispy Bars,6x28g,Ctn 6,$6.14,$36.84
,,,SNACK FOODS - OTHER CONFECTIONARY,,,,
,,,Surf Sweets,,,,
11657,,,Fruity Bears,78g,Ctn 12,$3.45,$41.40
11035,,,Gummy Worms,78g,Ctn 12,$3.45,$41.40
11036,,,Jelly Beans,78g,Ctn 12,$3.45,$41.40
,,,Yummy Earth,,,,
12168,,,Fruit Snacks in Pouch,100g,Ctn 12,$5.18,$62.16
11777,,,Gummy Bears Family Size,10pk,12 Outer,$10.72,$128.64
11774,,,Lollipops Assorted Bin,25+,10 Outer,$8.40,$84.00
11770,,,Lollipops Assorted Fruit Pops,14ct,Ctn 6,$3.91,$23.46
12166,,,Lollipops Family Pack Assorted,40pk,12 Outer,$10.72,$128.64
12169,,,Wild Peppermint Candy Drops,30pk,Ctn 6,$3.91,$23.46
,,,SPECIALITY FOODS - BABY FOOD,,,,
,,,Earths Best,,,,
11107,,,Teething Biscuits Wheat Free (Barley),130g,Ctn 12,$3.91,$46.92
,,,Holle,,,,
11063,,,Baby Formula 1,400g,Ctn 6,$21.01,$126.06
11095,,,Baby Formula Goat (Follow On),400g,Ctn 4,$39.85,$159.40
11068,,,Baby Millet Porridge,250g,Ctn 6,$13.04,$78.24
,,,SPECIALITY FOODS - JAPANESE,,,,
,,,Ceres Organics,,,,
12138,,,Seaweed Snack,5g,12 Outer,$1.71,$20.52
12404,,,Seaweed Snack,11.3g,12 Outer,$2.58,$30.96
,,,HEALTH - FOOD SUPPLEMENTS,,,,
,,,Growing Naturals,,,,
11989,,,Pea Protein Original (Cannister),456g,6 Outer,$20.95,$125.70
11990,,,Pea Protein Vanilla (Cannister),475g,6 Outer,$20.95,$125.70
11986,,,Rice Protein Powder Chocolate (Cannister),476g,6 Outer,$25.82,$154.92
11988,,,Rice Protein Powder Original (Cannister),459g,6 Outer,$25.82,$154.92
11987,,,Rice Protein Powder Vanilla Blast (Cannister),465g,6 Outer,$25.82,$154.92
,,,,,,,
FOOD INGREDIENTS,,,,,,,
"Our Food Ingredient pricing is subject to change, without notice, due to contributing factors including variations in pricing at point of origin, crops and exchange rates, as well as stock shortages and changes in supplier.",,,,,,,
,,,RICE,,,,
,,,Ceres Food Ingredients,,,,
41051,,,Rice Arborio White,3kg,3 Kg,$5.30,$15.90
40530,,,Rice Arborio White,10kg,10 Kg,$4.97,$49.70
41034,,,Rice Basmati Brown,3kg,3 Kg,$5.14,$15.42
40531,,,Rice Basmati Brown,10kg,10 Kg,$4.54,$45.40
40364,,,Rice Basmati Brown,25kg,25 Kg,$3.95,$98.75
41037,,,Rice Basmati White,3kg,3 Kg,$5.47,$16.41
40532,,,Rice Basmati White,10kg,10 Kg,$4.84,$48.40
40363,,,Rice Basmati White,25kg,25 Kg,$4.25,$106.25
41045,,,Rice Black,3kg,3 Kg,$5.23,$15.69
40786,,,Rice Black,20kg,20 Kg,$3.95,$79.00
41048,,,Rice Jasmine Brown Fragrant,3kg,3 Kg,$4.32,$12.96
40634,,,Rice Jasmine Brown Fragrant,20kg,20 Kg,$3.06,$61.20
41047,,,Rice Jasmine White Fragrant,3kg,3 Kg,$4.57,$13.71
40635,,,Rice Jasmine White Fragrant,20kg,20 Kg,$3.32,$66.40
40283,,,Rice Long Grain Brown,3kg,3 Kg,$3.54,$10.62
40537,,,Rice Long Grain Brown,10kg,10 Kg,$3.00,$30.00
40803,,,Rice Long Grain Brown,25kg,25 Kg,$2.60,$65.00
41038,,,Rice Long Grain White,3kg,3 Kg,$3.45,$10.35
40538,,,Rice Long Grain White,10kg,10 Kg,$2.92,$29.20
40628,,,Rice Long Grain White,20kg,20 Kg,$2.45,$49.00
40248,,,Rice Medium Grain Brown,3kg,3 Kg,$3.59,$10.77
40534,,,Rice Medium Grain Brown,10kg,10 Kg,$2.97,$29.70
40846,,,Rice Medium Grain Brown,25kg,25 Kg,$2.45,$61.25
40286,,,Rice Medium Grain White,3kg,3 Kg,$3.50,$10.50
40536,,,Rice Medium Grain White,10kg,10 Kg,$3.18,$31.80
40706,,,Rice Medium Grain White,25kg,25 Kg,$2.50,$62.50
41046,,,Rice Red,3kg,3 Kg,$5.05,$15.15
40787,,,Rice Red,20kg,20 Kg,$3.95,$79.00
40203,,,Rice Sushi,11.3kg,11.3 Kg,$7.58,$85.65
40207,,,Rice Sweet Brown,11.3kg,11.3 Kg,$6.12,$69.16
,,,GRAINS,,,,
,,,Ceres Food Ingredients,,,,
40861,,,Amaranth,3kg,3 Kg,$3.95,$11.85
40522,,,Amaranth,10kg,10 Kg,$3.45,$34.50
40711,,,Amaranth,25kg,25 Kg,$2.95,$73.75
40523,,,Barley Pearl (Hulled),10kg,10 Kg,$4.90,$49.00
40021,,,Barley Pearl (Hulled),25kg,25 Kg,$3.90,$97.50
40250,,,Buckwheat Hulled,3kg,3 Kg,$3.49,$10.47
40553,,,Buckwheat Hulled,10kg,10 Kg,$2.95,$29.50
40833,,,Buckwheat Hulled,25kg,25 Kg,$2.45,$61.25
40525,,,Bulghur Wheat Coarse,10kg,10 Kg,$3.45,$34.50
40040,,,Bulghur Wheat Coarse,25kg,25 Kg,$2.95,$73.75
40535,,,Corn - Popping,3kg,3 Kg,$4.90,$14.70
40503,,,Corn - Popping,20kg,20 Kg,$3.95,$79.00
41042,,,Couscous Spelt,3kg,3 Kg,$9.42,$28.26
40925,,,Couscous Spelt,20kg,20 Kg,$8.42,$168.40
40252,,,Couscous Wholewheat,3kg,3 Kg,$5.25,$15.75
40039,,,Couscous Wholewheat,20kg,20 Kg,$4.25,$85.00
41043,,,Farro Bulghar Whole Kernal,3kg,3 Kg,$10.85,$32.55
40976,,,Farro Bulghar Whole Kernal,22.6kg,22.6 Kg,$10.32,$233.23
40975,,,Freekeh Bulghar Coarse,22.6kg,22.6 Kg,$12.34,$278.88
41032,,,Freekeh Bulghur Coarse,3kg,3 Kg,$13.34,$40.02
40251,,,Millet Hulled,3kg,3 Kg,$5.07,$15.21
40595,,,Millet Hulled,10kg,10 Kg,$4.44,$44.40
40027,,,Millet Hulled,25kg,25 Kg,$3.85,$96.25
40870,,,Polenta Coarse,3kg,3 Kg,$4.89,$14.67
40488,,,Polenta Coarse,20kg,20 Kg,$3.85,$77.00
40521,,,Polenta Fine,20kg,20 Kg,$3.85,$77.00
40659,,,Quinoa Black,3kg,3 Kg,$13.51,$40.53
40642,,,Quinoa Black,10kg,10 Kg,$13.01,$130.10
40627,,,Quinoa Black,25kg,25 Kg,$12.51,$312.75
40572,,,Quinoa Red,3kg,3 Kg,$11.97,$35.91
40571,,,Quinoa Red,10kg,10 Kg,$11.45,$114.50
40570,,,Quinoa Red,25kg,25 Kg,$10.95,$273.75
40253,,,Quinoa White,3kg,3 Kg,$11.75,$35.25
40805,,,Quinoa White,10kg,10 Kg,$11.36,$113.60
40376,,,Quinoa White,25kg,25 Kg,$10.75,$268.75
40022,,,Rye Grain,25kg,25 Kg,$2.75,$68.75
40760,,,Spelt Hulled,25kg,25 Kg,$7.43,$185.75
40837,,,Wheat Whole Dressed,25kg,25 Kg,$1.95,$48.75
,,,GRAIN FLAKES,,,,
,,,Ceres Food Ingredients,,,,
41001,,,Amaranth Flakes,10kg,10 Kg,$11.34,$113.40
41044,,,Oat Bran,2kg,2 Kg,$5.21,$10.42
40774,,,Oat Bran,22.6kg,22.6 Kg,$4.21,$95.15
40568,,,Oats Rolled - Jumbo,11.3kg,11.3 Kg,$3.65,$41.25
40511,,,Oats Rolled - Jumbo,22.6kg,22.6 Kg,$2.95,$66.67
40569,,,Oats Rolled - Quick,11.3kg,11.3 Kg,$3.65,$41.25
40513,,,Oats Rolled - Quick,22.6kg,22.6 Kg,$2.95,$66.67
40775,,,Oats Steel Cut,22.6kg,22.6 Kg,$3.33,$75.26
40623,,,Psyllium Husk,15kg,15 Kg,$12.95,$194.25
40379,,,Quinoa Flakes,10kg,10 Kg,$11.95,$119.50
,,,FLOUR,,,,
,,,Casalare,,,,
11484,,,Plain Flour,5kg,5 Kg,$7.23,$36.15
,,,Ceres Food Ingredients,,,,
40278,,,Almond Flour Blanched,10kg,10 Kg,$24.52,$245.20
40052,,,Amaranth Flour,10kg,10 Kg,$3.84,$38.40
40792,,,Besan (Chana) Flour,25kg,25 Kg,$3.90,$97.50
40067,,,Buckwheat Flour,10kg,10 Kg,$3.22,$32.20
40834,,,Buckwheat Flour,25kg,25 Kg,$2.72,$68.00
40962,,,Coconut Flour,10kg,10 Kg,$3.85,$38.50
40065,,,Corn Flour Stoneground Wholemeal,20kg,20 Kg,$3.75,$75.00
40932,,,Corn Starch,25kg,25 Kg,$2.95,$73.75
40520,,,Cornmeal Fine,20kg,20 Kg,$3.75,$75.00
40063,,,Flour Chickpea Stoneground,10kg,10 Kg,$4.95,$49.50
40062,,,Millet Flour Coarse Ground (Kibbled),10kg,10 Kg,$6.58,$65.80
40064,,,Millet Flour Stoneground,10kg,10 Kg,$6.58,$65.80
40648,,,Millet Flour Stoneground,25kg,25 Kg,$5.27,$131.75
40866,,,Oat Flour,22.6kg,22.6 Kg,$2.79,$63.05
40328,,,Potato Starch,25kg,25 Kg,$6.65,$166.25
40806,,,Quinoa Flour,10kg,10 Kg,$14.18,$141.80
40539,,,Rice Flour Brown,10kg,10 Kg,$3.32,$33.20
40891,,,Rice Flour Brown,25kg,25 Kg,$2.75,$68.75
40540,,,Rice Flour White,10kg,10 Kg,$3.32,$33.20
40890,,,Rice Flour White,25kg,25 Kg,$2.75,$68.75
40541,,,Rye Flour Wholemeal,10kg,10 Kg,$2.45,$24.50
40671,,,Rye Flour Wholemeal,25kg,25 Kg,$1.95,$48.75
40314,,,Spelt Flour White,22.6kg,22.6 Kg,$5.94,$134.24
40351,,,Spelt Flour Wholemeal,22.6kg,22.6 Kg,$4.94,$111.64
40574,,,Tapioca Starch,25kg,25 Kg,$2.50,$62.50
40558,,,White Flour Rollermilled,10kg,10 Kg,$2.65,$26.50
40667,,,White Flour Rollermilled,25kg,25 Kg,$2.15,$53.75
40669,,,White Flour Stoneground,25kg,25 Kg,$2.15,$53.75
40559,,,Wholemeal Flour Rollermilled,10kg,10 Kg,$2.65,$26.50
40668,,,Wholemeal Flour Rollermilled,25kg,25 Kg,$2.15,$53.75
40670,,,Wholemeal Flour Stoneground,25kg,25 Kg,$2.15,$53.75
,,,PULSES,,,,
,,,Ceres Food Ingredients,,,,
40658,,,Adzuki Beans,3kg,3 Kg,$4.95,$14.85
40075,,,Adzuki Beans,25kg,25 Kg,$3.95,$98.75
40284,,,Chickpeas,3kg,3 Kg,$5.35,$16.05
40544,,,Chickpeas,10kg,10 Kg,$4.95,$49.50
40218,,,Chickpeas,25kg,25 Kg,$4.35,$108.75
40249,,,Lentils Brown,3kg,3 Kg,$4.75,$14.25
40545,,,Lentils Brown,10kg,10 Kg,$4.25,$42.50
40993,,,Lentils Brown,25kg,25 Kg,$4.95,$123.75
40852,,,Lentils Green Blonde,3kg,3 Kg,$5.20,$15.60
40447,,,Lentils Green Blonde,25kg,25 Kg,$4.95,$123.75
40851,,,Lentils Green French,3kg,3 Kg,$5.40,$16.20
40547,,,Lentils Green French,10kg,10 Kg,$5.20,$52.00
40448,,,Lentils Green French,25kg,25 Kg,$4.95,$123.75
40288,,,Lentils Red Split Premium,3kg,3 Kg,$5.67,$17.01
40546,,,Lentils Red Split Premium,10kg,10 Kg,$5.04,$50.40
40469,,,Lentils Red Split Premium,25kg,25 Kg,$4.49,$112.25
40287,,,Mung Beans,3kg,3 Kg,$6.64,$19.92
40073,,,Mung Beans,25kg,25 Kg,$5.36,$134.00
40384,,,Soup Mix,10kg,10 Kg,$3.95,$39.50
40717,,,Split Peas Green,11.3kg,11.3 Kg,$4.95,$55.93
,,,SEEDS,,,,
,,,Ceres Food Ingredients,,,,
41039,,,Canihua Grain,3kg,3 Kg,$9.98,$29.94
40973,,,Canihua Grain,25kg,25 Kg,$8.98,$224.50
40762,,,Chia Seeds Black,3kg,3 Kg,$12.95,$38.85
40960,,,Chia Seeds Black,20Kg,20 Kg,$11.95,$239.00
40893,,,Chia Seeds White,11.3kg,11.3 Kg,$16.95,$191.54
40285,,,Linseed Brown Flaxseed,3kg,3 Kg,$5.61,$16.83
40549,,,Linseed Brown Flaxseed,10kg,10 Kg,$4.98,$49.80
40208,,,Linseed Brown Flaxseed,25kg,25 Kg,$4.38,$109.50
40862,,,Linseed Golden Flaxseed,3kg,3 Kg,$6.18,$18.54
40926,,,Linseed Golden Flaxseed,25kg,25 Kg,$4.94,$123.50
40704,,,Poppy Seeds (Blue),25kg,25 Kg,$9.25,$231.25
40887,,,Pumpkin Seeds (Pepitas),3kg,3 Kg,$10.74,$32.22
40739,,,Pumpkin Seeds (Pepitas),25kg,25 Kg,$9.94,$248.50
40091,,,Sesame Seed Hulled,3kg,3 Kg,$7.04,$21.12
40551,,,Sesame Seed Hulled,10kg,10 Kg,$6.38,$63.80
40619,,,Sesame Seed Hulled,25kg,25 Kg,$5.88,$147.00
40092,,,Sesame Seed Unhulled,3kg,3 Kg,$6.72,$20.16
40620,,,Sesame Seed Unhulled,25kg,25 Kg,$5.72,$143.00
41059,,,Sunflower Seeds Lightly Roasted,3kg,3 Kg,$5.75,$17.25
40927,,,Sunflower Seeds Lightly Roasted,25kg,25 Kg,$4.75,$118.75
,,,DRIED FRUIT,,,,
,,,Ceres Food Ingredients,,,,
40963,,,Apple Diced Dried,20kg,20 Kg,$16.95,$339.00
40468,,,Apricots Diced Dried,12.5kg,12.5 Kg,$10.95,$136.88
40864,,,Apricots Whole Dried,3kg,3 Kg,$24.45,$73.35
41993,,,Apricots Whole Dried,13kg,13kg,$23.45,$304.85
40126,,,Banana Chips,6.8kg,6.8 Kg,$6.36,$43.25
40602,,,Banana Whole Dried,2.5kg,2.5 Kg,$5.95,$14.88
40798,,,Cherries Dried - Apple Sweetened,3kg,3 Kg,$34.85,$104.55
40868,,,Cherries Dried - Apple Sweetened,11.3kg,11.3 Kg,$29.95,$338.44
41026,,,Coconut Chips,1.5kg,1.5 Kg,$7.23,$10.85
40617,,,Coconut Chips,25kg,25 Kg,$5.98,$149.50
40276,,,Coconut Fine Desiccated,2kg,2 Kg,$6.79,$13.58
40616,,,Coconut Fine Desiccated,25kg,25 Kg,$5.44,$136.00
41202,,,Coconut Shredded,1.5kg,1.5 Kg,$7.96,$11.94
41035,,,Coconut Shredded,11.3kg,11.3 Kg,$6.96,$78.65
41052,,,Cranberries Dried -  Apple Sweetened,3kg,3 Kg,$17.40,$52.20
40998,,,Cranberries Dried -  Apple Sweetened,11.3kg,11.3 Kg,$16.40,$185.32
41000,,,Currants Zante,3kg,3 Kg,$9.88,$29.64
41054,,,Currants Zante,13.6kg,13.6 Kg,$8.95,$121.72
40945,,,Dates Diced Pitted,5kg,5 Kg,$7.45,$37.25
40124,,,Dates Medjool with Pits,5kg,5 Kg,$28.50,$142.50
40768,,,Dates Whole Pitted,5kg,5 Kg,$8.45,$42.25
41195,,,Figs Dried Whole,5kg,5 kg,$13.95,$69.75
40485,,,Figs Dried Whole,10kg,10 Kg,$12.95,$129.50
40560,,,Ginger Crystallised Cubes,5kg,5 Kg,$13.99,$69.95
40561,,,Ginger Crystallised Sticks,5kg,5 Kg,$15.41,$77.05
40850,,,Goji Berries,2kg,2 Kg,$33.13,$66.26
40830,,,Goji Berries,10kg,10 Kg,$32.13,$321.30
40813,,,Golden Inca Berries,18kg,4 x 4.5 Kg,$27.64,$497.52
40600,,,Papaya Strips - Dried,2.5kg,2.5 Kg,$12.95,$32.38
40599,,,Pineapple Rings,2.5kg,2.5 Kg,$24.50,$61.25
40655,,,Prunes Pitted Ashlock,3kg,3 Kg,$16.14,$48.42
40500,,,Prunes Pitted Ashlock,13.6kg,13.6 Kg,$15.14,$205.90
40355,,,Raisins Thompson Seedless,3kg,3 Kg,$8.69,$26.07
40564,,,Raisins Thompson Seedless,11.3kg,11.3 Kg,$7.69,$86.90
40358,,,Sultanas Dried,3kg,3 Kg,$6.98,$20.94
40486,,,Sultanas Dried,12.5kg,12.5 Kg,$5.95,$74.38
41027,,,Tomatoes Sundried,1.5kg,1.5 Kg,$15.56,$23.34
40596,,,Tomatoes Sundried,10kg,2 x 5 Kg,$14.39,$143.90
,,,NUTS,,,,
,,,Ceres Food Ingredients,,,,
40135,,,Almonds - Transitional,3kg,3 Kg,$24.95,$74.85
41193,,,Almonds NPS - transitional,22.6kg,22.6 kg,$23.65,$534.49
40357,,,Brazil Nuts Whole,3kg,3 Kg,$17.77,$53.31
40772,,,Brazil Nuts Whole,20kg,20 Kg,$16.75,$335.00
41040,,,Cashews Pieces,3kg,3 Kg,$17.45,$52.35
41020,,,Cashews Pieces,22.6kg,2 x 11.3 Kg,$16.45,$371.77
40840,,,Cashews Roasted Salted,3kg,3 Kg,$20.62,$61.86
40603,,,Cashews Whole,3kg,3 Kg,$19.45,$58.35
41019,,,Cashews Whole,22.6kg,2 x 11.3 Kg,$18.45,$416.97
40281,,,Peanuts Raw Blanched,25kg,25 Kg,$5.24,$131.00
41009,,,Peanuts with Red Skin,25kg,25 Kg,$5.47,$136.75
40880,,,Pistachio Roasted/Salted,3kg,3 Kg,$31.95,$95.85
40605,,,Pistachio Roasted/Salted,11.3kg,11.3 Kg,$29.95,$338.44
,,,LIQUIDS - OIL,,,,
,,,Ceres Food Ingredients,,,,
40710,,,Coconut Oil Virgin,5lt,5 Lt,$16.95,$84.75
40765,,,Olive Oil Extra Virgin,12lt,12 Lt,$8.65,$103.80
40751,,,Olive Oil Extra Virgin,206lt,206 Lt,$8.49,$1748.94
40942,,,Palm Shortening Oil,10kg,10 Kg,$4.95,$49.50
40940,,,Sunflower Oil RBD Hi Oleic,206lt,206 Lt,$5.55,$1143.30
40767,,,Sunflower Oil RBD Linoleic,12lt,12 Lt,$5.75,$69.00
,,,Rapunzel,,,,
40170,,,Sunflower Oil Tin,5lt,5 Lt,$9.20,$46.00
,,,LIQUIDS - VINEGAR/TAMARI,,,,
,,,Bragg,,,,
40154,,,Braggs All Purpose Seasoning (Liquid Aminos),3.7lt,3.7 Lt,$8.90,$32.93
41181,,,Vinegar Apple Cider,3.7lt,3.7 Lt,$4.36,$16.13
,,,Ceres Food Ingredients,,,,
41211,,,Apple Cider Vinegar,20L,20 Litres,$4.99,$99.80
40162,,,Tamari,10lt,10 Lt,$8.82,$88.20
40161,,,Tamari,208lt,208 Lt,$7.20,$1497.60
,,,Coral Tree,,,,
40953,,,Tap for ACV 20Lt,20lt,Each,$8.00,$8.00
,,,Mitoku,,,,
40402,,,Vinegar Brown Rice,20lt,20 Lt,$8.42,$168.40
,,,LIQUIDS - PASTE TAHINI,,,,
,,,Ceres Food Ingredients,,,,
40149,,,Tahini Hulled,20kg,20 Kg,$9.95,$199.00
40150,,,Tahini Unhulled,20kg,20 Kg,$9.75,$195.00
,,,"HERBS, SPICES, TEAS",,,,
,,,Ceres Food Ingredients,,,,
41183,,,Cardamom Ground,1kg,1 Kg,$67.88,$67.88
41184,,,Cardamom Seeds,1kg,1 Kg,$62.22,$62.22
40269,,,Cinnamon Ground,1kg,1 Kg,$14.31,$14.31
41186,,,Curry Powder Hot,1kg,1 Kg,$13.80,$13.80
41185,,,Curry Powder Mild,1kg,1 Kg,$13.78,$13.78
41187,,,Garam Masala Hot,1kg,1 Kg,$10.14,$10.14
41188,,,Garam Masala Mild,1kg,1 Kg,$10.04,$10.04
40691,,,Ginger Ground,1kg,1 Kg,$19.98,$19.98
40205,,,Sea Salt Fine,25kg,25 Kg,$1.83,$45.75
41189,,,Tumeric Ground,1kg,1 Kg,$12.29,$12.29
,,,SWEETENERS,,,,
,,,Ceres Food Ingredients,,,,
40941,,,Agave Syrup Raw Blue,25kg,25 Kg,$8.33,$208.25
41050,,,Coconut Sugar,3kg,3 Kg,$6.98,$20.94
41060,,,Coconut Sugar,23kg,23 Kg,$5.38,$123.74
41191,,,Rice Syrup Brown,25kg,25 Kg,$5.96,$149.00
40139,,,Sugar Demerara (Brown),3kg,3 Kg,$3.86,$11.58
40142,,,Sugar Demerara (Brown),25kg,25 Kg,$2.61,$65.25
40140,,,Sugar Golden,3kg,3 Kg,$2.89,$8.67
40141,,,Sugar Golden,25kg,25 Kg,$1.89,$47.25
40233,,,Sugar Icing,12.5kg,12.5 Kg,$3.45,$43.13
40849,,,Sugar Panela,3kg,3 Kg,$6.15,$18.45
40796,,,Sugar Panela,25kg,25 Kg,$5.15,$128.75
41057,,,Sugar Rapadura,15kg,15 Kg,$4.65,$69.75
,,,Frontier,,,,
40428,,,Stevia Powder,453g,Each,$33.00,$33.00
,,,Natural Value,,,,
40190,,,Maple Syrup B Grade (Bag In Box),18.5lt,18.5 Lt,$24.95,$461.58
,,,BAKING,,,,
,,,Ceres Food Ingredients,,,,
41008,,,Cacao Nibs Raw (Fermented),3kg,3 Kg,$21.75,$65.25
41004,,,Cacao Nibs Raw (Fermented),10kg,10 Kg,$20.25,$202.50
40956,,,Cacao Nibs Raw (Fermented),22.6kg,22.6 Kg,$19.75,$446.35
40957,,,Cacao Powder RAW,22.6kg,22.6 Kg,$19.75,$446.35
40225,,,Carob Powder Light,25kg,25 Kg,$4.69,$117.25
40354,,,Chocolate Drops (8-10mm),3kg,3 Kg,$19.55,$58.65
40226,,,Chocolate Drops (8-10mm),10kg,10 Kg,$18.55,$185.50
40822,,,Cocoa Powder 20-22% Alkalised,25kg,25 Kg,$14.95,$373.75
40622,,,Guar Gum,25kg,25 Kg,$7.95,$198.75
41029,,,Rice Crumbs,3kg,3 Kg,$4.45,$13.35
40386,,,Sea Salt Fine Natural,3kg,3 Kg,$2.83,$8.49
41190,,,Vanilla Extract Single Fold,1lt,1 Lt,$39.92,$39.92
,,,Rapunzel,,,,
40209,,,Herb Salt,5kg,5 Kg,$10.80,$54.00
,,,PROCESSED,,,,
,,,Ceres Food Ingredients,,,,
40820,,,Coconut Cream,3lt,3 Lt,$4.88,$14.64
40946,,,Tomatoes Chopped Tin,2.55kg,2.55 Kg,$3.84,$9.61
,,,La Terra,,,,
40936,,,Durum Wheat Semolina Penne,3kg,3 Kg,$4.18,$12.54
40937,,,Durum Wheat Semolina Spaghetti,3kg,3 Kg,$4.10,$12.30
,,,Rapunzel,,,,
40983,,,Vegetable Broth (Bouillon) w/out Yeast,4.5kg,4.5 Kg,$23.09,$103.91
40483,,,Vegetable Broth (Boullion),4kg,4 Kg,$26.09,$104.36
